data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,agesq,agecb,educsq,u74,u75,educ_re74,u74_hisp,re74sq,re75sq
CPS1,0,45,16,0,0,1,0,0,0,0,2025,91125,256,1,1,0,0,0,0
CPS1,0,51,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2601,132651,225,0,0,387934.8046875,0,668859611.9463501,637236856.0455475
CPS1,0,37,16,0,0,1,0,9330.029296875,0,12508.9599609375,1369,50653,256,0,1,149280.46875,0,87049446.6805458,0
CPS1,0,32,14,0,0,0,0,23560.1796875,23757.580078125,23789.919921875,1024,32768,196,0,0,329842.515625,0,555082066.9072876,564422611.1685219
CPS1,0,41,10,0,0,1,1,25862.3203125,24602.609375,0,1681,68921,100,0,0,258623.203125,0,668859611.9463501,605288388.0588379
CPS1,0,23,12,0,0,1,0,25631.130859375,25243.55078125,25564.669921875,529,12167,144,0,0,307573.5703125,0,656954869.1304054,637236856.0455475
CPS1,0,29,13,0,0,1,0,0,0,0,841,24389,169,1,1,0,0,0,0
CPS1,0,23,12,0,0,1,0,16334.41015625,15937.4501953125,25564.669921875,529,12167,144,0,0,196012.921875,0,266812955.15260315,254002318.72806644
CPS1,0,38,16,0,0,0,0,25862.3203125,15087.0498046875,22878.16015625,1444,54872,256,0,0,413797.125,0,668859611.9463501,227619071.80912113
CPS1,0,26,18,0,0,1,0,4181.0751953125,25243.55078125,25564.669921875,676,17576,324,0,0,75259.353515625,0,17481389.78885746,637236856.0455475
CPS1,0,23,15,0,0,0,0,12558.900390625,12913.599609375,8189.56103515625,529,12167,225,0,0,188383.505859375,0,157725979.02164078,166761054.87125015
CPS1,0,32,16,0,0,1,0,0,0,0,1024,32768,256,1,1,0,0,0,0
CPS1,0,55,14,0,0,1,0,25862.3203125,25243.55078125,3151.990966796875,3025,166375,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,46,16,0,0,1,0,869.91448974609375,25243.55078125,25564.669921875,2116,97336,256,0,0,13918.6318359375,0,756751.2194702066,637236856.0455475
CPS1,0,33,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1089,35937,324,0,0,465521.765625,0,668859611.9463501,637236856.0455475
CPS1,0,26,16,0,0,1,0,4235.93505859375,0,0,676,17576,256,0,1,67774.9609375,0,17943145.820623636,0
CPS1,0,27,12,1,0,1,0,3277.85302734375,1482.386962890625,2389.48388671875,729,19683,144,0,0,39334.236328125,0,10744320.468866587,2197471.107748091
CPS1,0,32,12,1,0,1,0,25862.3203125,23685.970703125,25564.669921875,1024,32768,144,0,0,310347.84375,0,668859611.9463501,561025208.1492958
CPS1,0,31,12,0,0,1,0,10358.6396484375,11694.3896484375,15505.7802734375,961,29791,144,0,0,124303.67578125,0,107301415.36618137,136758749.24948215
CPS1,0,24,12,0,0,1,0,15182.3603515625,25243.55078125,25564.669921875,576,13824,144,0,0,182188.32421875,0,230504065.844697,637236856.0455475
CPS1,0,55,8,0,0,1,1,11175.66015625,10487.7099609375,9349.576171875,3025,166375,64,0,0,89405.28125,0,124895379.92799377,109992060.22474766
CPS1,0,18,12,0,0,0,0,0,0,0,324,5832,144,1,1,0,0,0,0
CPS1,0,29,12,0,0,0,0,1516.4730224609375,6627.77392578125,5848.841796875,841,24389,144,0,0,18197.67626953125,0,2299690.427851811,43927387.2112658
CPS1,0,26,12,0,0,0,0,10693.6796875,12718.4501953125,8931.37890625,676,17576,144,0,0,128324.15625,0,114354785.2588501,161758975.37064457
CPS1,0,22,12,0,0,0,0,13556.169921875,12568.0595703125,13407.41015625,484,10648,144,0,0,162674.0390625,0,183769742.95074844,157956121.36292362
CPS1,0,32,16,0,0,1,0,9373.1318359375,8405.5654296875,22303.330078125,1024,32768,256,0,0,149970.109375,0,87855600.41386509,70653530.1927576
CPS1,0,25,12,0,0,1,0,19810.150390625,22207.16015625,2212.156982421875,625,15625,144,0,0,237721.8046875,0,392442058.49917984,493157962.2053375
CPS1,0,40,9,0,0,0,1,3949.882080078125,0,4220.38720703125,1600,64000,81,0,1,35548.938720703125,0,15601568.446522295,0
CPS1,0,16,7,0,0,0,1,658.3135986328125,479.8064880371094,6210.884765625,256,4096,49,0,0,4608.1951904296875,0,433376.79414488375,230214.26596250478
CPS1,0,47,9,1,0,0,1,10025.5703125,10450.1103515625,11560.25,2209,103823,81,0,0,90230.1328125,0,100512060.09088135,109204806.35983372
CPS1,0,20,14,1,0,0,0,4872.69677734375,4144.59716796875,15579.669921875,400,8000,196,0,0,68217.7548828125,0,23743173.883936167,17177685.684734583
CPS1,0,33,13,0,0,1,0,18513.109375,17038.5,20419.23046875,1089,35937,169,0,0,240670.421875,0,342735218.7307129,290310482.25
CPS1,0,40,12,0,0,1,0,11706.6201171875,25243.55078125,11638.5703125,1600,64000,144,0,0,140479.44140625,0,137044954.56813908,637236856.0455475
CPS1,0,16,8,0,0,0,1,0,0,9667.287109375,256,4096,64,1,1,0,0,0,0
CPS1,0,30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,900,27000,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,21,12,1,0,0,0,12398.240234375,13567.0595703125,22529.419921875,441,9261,144,0,0,148778.8828125,0,153716360.90927505,184065105.384408
CPS1,0,18,8,1,0,0,1,0,320.46771240234375,598.47930908203125,324,5832,64,1,0,0,0,0,102699.5546923913
CPS1,0,46,11,0,0,0,1,19961.009765625,23159.609375,21595.5,2116,97336,121,0,0,219571.107421875,0,398441910.8633766,536367506.4025879
CPS1,0,52,12,0,0,1,0,15672.1796875,17262.2890625,18356.3203125,2704,140608,144,0,0,188066.15625,0,245617216.1572876,297986623.6773071
CPS1,0,20,11,0,1,0,1,5462.43603515625,5172.2421875,4594.251953125,400,8000,121,0,0,60086.79638671875,0,29838207.438173532,26752089.246154785
CPS1,0,26,12,1,0,0,0,12200.349609375,10869.0498046875,11411,676,17576,144,0,0,146404.1953125,0,148848530.59097672,118136243.65677738
CPS1,0,21,12,1,0,0,0,8714.8193359375,6957.19384765625,14645.75,441,9261,144,0,0,104577.83203125,0,75948076.05803013,48402546.23386598
CPS1,0,30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,900,27000,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,35,18,0,0,0,0,18877.5390625,19774.109375,21186.169921875,1225,42875,324,0,0,339795.703125,0,356361481.0562134,391015401.5744629
CPS1,0,48,7,0,0,1,1,23636.58984375,23190.05078125,25564.669921875,2304,110592,49,0,0,165456.12890625,0,558688379.4416656,537778455.2369537
CPS1,0,19,12,0,0,0,0,7494.19580078125,11176.98046875,14792.0400390625,361,6859,144,0,0,89930.349609375,0,56162970.70044732,124924892.39881897
CPS1,0,20,12,0,0,1,0,15787.76953125,24056.560546875,25564.669921875,400,8000,144,0,0,189453.234375,0,249253666.77186584,578718105.3454628
CPS1,0,53,11,0,0,1,1,14784.6298828125,17503.98046875,9476.6611328125,2809,148877,121,0,0,162630.9287109375,0,218585280.77175236,306389332.25038147
CPS1,0,41,9,0,1,1,1,11107.080078125,12507.1904296875,25564.669921875,1681,68921,81,0,0,99963.720703125,0,123367227.86188126,156429812.4444666
CPS1,0,38,8,0,1,1,1,1052.1259765625,4148.1767578125,23231.33984375,1444,54872,64,0,0,8417.0078125,0,1106969.0705575943,17207370.414055824
CPS1,0,42,5,0,1,1,1,6393.087890625,10525.3095703125,11526.26953125,1764,74088,25,0,0,31965.439453125,0,40871572.77725601,110782141.5509119
CPS1,0,19,8,0,1,0,1,2823.302978515625,3227.951904296875,338.3994140625,361,6859,64,0,0,22586.423828125,0,7971039.7084952,10419673.496453822
CPS1,0,16,8,0,1,0,1,0,843.24188232421875,2269.7880859375,256,4096,64,1,0,0,1,0,711056.8721056916
CPS1,0,28,11,0,1,1,1,18736.470703125,1647.0970458984375,22041.76953125,784,21952,121,0,0,206101.177734375,0,351055334.40906143,2712928.6786073595
CPS1,0,44,1,0,1,1,1,9482.8505859375,2629.98388671875,619.16741943359375,1936,85184,1,0,0,9482.8505859375,0,89924455.23521519,6916815.244400263
CPS1,0,52,0,0,1,1,1,773.910400390625,2506.451904296875,0,2704,140608,0,0,0,0,0,598937.3078327775,6282301.148553431
CPS1,0,30,16,0,0,1,0,13119.25,16035.919921875,17584.94921875,900,27000,256,0,0,209908,0,172114720.5625,257150727.7407875
CPS1,0,23,16,0,0,0,0,1969.06298828125,8473.5966796875,11044.5302734375,529,12167,256,0,0,31505.0078125,0,3877209.051819086,71801840.69001102
CPS1,0,53,12,0,0,1,0,25862.3203125,25243.55078125,23646.580078125,2809,148877,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,55,7,0,0,1,1,13262.2802734375,12963.73046875,12302.0703125,3025,166375,49,0,0,92835.9619140625,0,175888078.05120945,168058307.6663971
CPS1,0,41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1681,68921,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,41,12,0,0,1,0,18765.859375,18952.349609375,11121.3701171875,1681,68921,144,0,0,225190.3125,0,352157478.0822754,359191555.7159767
CPS1,0,34,14,0,0,1,0,8513.013671875,20388.189453125,25564.669921875,1156,39304,196,0,0,119182.19140625,0,72471401.77753067,415678269.1765175
CPS1,0,26,10,0,0,1,1,20060.9296875,25243.55078125,25564.669921875,676,17576,100,0,0,200609.296875,0,402440899.92681885,637236856.0455475
CPS1,0,21,12,0,0,1,0,6624.28076171875,14524.8896484375,25564.669921875,441,9261,144,0,0,79491.369140625,0,43881095.61007714,210972419.29928684
CPS1,0,25,12,0,0,1,0,13765.8095703125,21134.759765625,25564.669921875,625,15625,144,0,0,165189.71484375,0,189497513.12610722,446678070.3506813
CPS1,0,26,12,0,0,1,0,0,0,0,676,17576,144,1,1,0,0,0,0
CPS1,0,36,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,1296,46656,81,0,0,232760.8828125,0,668859611.9463501,637236856.0455475
CPS1,0,23,8,0,0,1,1,17995.869140625,25243.55078125,18750.869140625,529,12167,64,0,0,143966.953125,0,323851306.1264992,637236856.0455475
CPS1,0,31,12,0,0,0,0,0,0,0,961,29791,144,1,1,0,0,0,0
CPS1,0,33,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1089,35937,289,0,0,439659.4453125,0,668859611.9463501,637236856.0455475
CPS1,0,52,1,1,0,1,1,13918.6298828125,14922.33984375,2355.49609375,2704,140608,1,0,0,13918.6298828125,0,193728257.8147211,222676226.41236877
CPS1,0,25,14,0,0,1,0,4996.1298828125,3913.64501953125,4180.48779296875,625,15625,196,0,0,69945.818359375,0,24961313.805932045,15316617.338901758
CPS1,0,35,10,0,0,1,1,4964.7822265625,1086.7259521484375,1745.1949462890625,1225,42875,100,0,0,49647.822265625,0,24649062.557190895,1180973.295072928
CPS1,0,19,13,0,0,1,0,0,6126.48388671875,11780.4404296875,361,6859,169,1,0,0,0,0,37533804.81422448
CPS1,0,24,13,0,0,1,0,14974.6796875,13993.16015625,3324.885009765625,576,13824,169,0,0,194670.8359375,0,224241031.7432251,195808531.15846252
CPS1,0,54,12,0,0,1,0,0,0,0,2916,157464,144,1,1,0,0,0,0
CPS1,0,31,12,0,0,1,0,2411.85693359375,1258.5970458984375,1513.1920166015625,961,29791,144,0,0,28942.283203125,0,5817053.868124247,1584066.5239442736
CPS1,0,44,14,0,0,1,0,0,0,0,1936,85184,196,1,1,0,0,0,0
CPS1,0,48,6,0,0,0,1,4406.39111328125,4388.0810546875,6355.7021484375,2304,110592,36,0,0,26438.3466796875,0,19416282.643203974,19255255.342507362
CPS1,0,40,10,0,0,1,1,20017.830078125,20339.849609375,22205.80078125,1600,64000,100,0,0,200178.30078125,0,400713521.03668594,413709482.13199234
CPS1,0,18,11,0,0,0,1,769.99188232421875,4355.85498046875,10202.2197265625,324,5832,121,0,0,8469.910705566406,0,592887.4988451935,18973472.610874414
CPS1,0,16,9,0,0,0,1,0,0,8968.3232421875,256,4096,81,1,1,0,0,0,0
CPS1,0,44,11,1,0,1,1,14618.08984375,18282.76953125,14925.0400390625,1936,85184,121,0,0,160798.98828125,0,213688550.6799469,334259661.73280334
CPS1,0,29,12,0,0,1,0,7731.26708984375,20096.369140625,20271.44921875,841,24389,144,0,0,92775.205078125,0,59772490.81450105,403864052.6362648
CPS1,0,29,12,0,0,0,0,21203.189453125,20726.560546875,25564.669921875,841,24389,144,0,0,254438.2734375,0,449575242.98511124,429590312.1032753
CPS1,0,55,8,0,0,0,1,25862.3203125,23369.080078125,25564.669921875,3025,166375,64,0,0,206898.5625,0,668859611.9463501,546113903.6978188
CPS1,0,37,8,0,0,1,1,14631.7998046875,14874,19387.76953125,1369,50653,64,0,0,117054.3984375,0,214089565.52445316,221235876
CPS1,0,32,15,0,0,1,0,22966.529296875,24731.51953125,25564.669921875,1024,32768,225,0,0,344497.939453125,0,527461467.9442177,611648058.3246002
CPS1,0,41,8,0,0,1,1,15732.91015625,12419.4697265625,14828.990234375,1681,68921,64,0,0,125863.28125,0,247524461.9846344,154243228.28900242
CPS1,0,28,12,0,0,1,0,15215.669921875,15153.2900390625,16207.7099609375,784,21952,144,0,0,182588.0390625,0,231516611.17145157,229622199.00795078
CPS1,0,22,12,0,0,1,0,7478.52099609375,6271.5,14750.669921875,484,10648,144,0,0,89742.251953125,0,55928276.289015055,39331712.25
CPS1,0,29,12,0,1,1,0,20586.01953125,19829.609375,21942.759765625,841,24389,144,0,0,247032.234375,0,423784200.14100647,393213407.9650879
CPS1,0,29,12,0,0,1,0,1681.051025390625,6015.48388671875,121.17359924316406,841,24389,144,0,0,20172.6123046875,0,2825932.5499668717,36186046.39137292
CPS1,0,44,7,0,0,1,1,18291.7109375,16979.419921875,21713.7109375,1936,85184,49,0,0,128041.9765625,0,334586689.0210571,288300700.88336563
CPS1,0,53,14,0,0,1,0,0,16139.759765625,0,2809,148877,196,1,0,0,0,0,260491845.29208755
CPS1,0,31,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,961,29791,289,0,0,439659.4453125,0,668859611.9463501,637236856.0455475
CPS1,0,31,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,961,29791,196,0,0,362072.484375,0,668859611.9463501,637236856.0455475
CPS1,0,35,15,0,0,1,0,3642.277099609375,0,2874.177978515625,1225,42875,225,0,1,54634.156494140625,0,13266182.470338881,0
CPS1,0,34,14,0,0,0,0,0,0,0,1156,39304,196,1,1,0,0,0,0
CPS1,0,40,18,0,0,0,0,22664.80078125,14736.150390625,12472.009765625,1600,64000,324,0,0,407966.4140625,0,513693194.4537506,217154128.33511734
CPS1,0,30,12,0,0,1,0,0,0,24502.1796875,900,27000,144,1,1,0,0,0,0
CPS1,0,52,6,0,1,0,1,16594.990234375,17990.94921875,16951,2704,140608,36,0,0,99569.94140625,0,275393700.8790016,323674253.79164124
CPS1,0,51,7,0,0,1,1,3136.785888671875,0,25564.669921875,2601,132651,49,0,1,21957.501220703125,0,9839425.711371005,0
CPS1,0,22,8,0,0,1,1,6012.990234375,3063.241943359375,4928.2177734375,484,10648,64,0,0,48103.921875,0,36156051.55868912,9383451.20355612
CPS1,0,31,11,0,0,1,1,9412.318359375,6745.93505859375,18836.580078125,961,29791,121,0,0,103535.501953125,0,88591736.89822769,45507639.81476426
CPS1,0,54,16,0,0,1,0,3364.06103515625,0,0,2916,157464,256,0,1,53824.9765625,0,11316906.64825654,0
CPS1,0,29,18,0,0,0,0,0,0,18484.880859375,841,24389,324,1,1,0,0,0,0
CPS1,0,53,2,1,0,1,1,6250.06103515625,775.209716796875,0,2809,148877,4,0,0,12500.1220703125,0,39063262.943178415,600950.1050162911
CPS1,0,31,5,0,0,1,1,19627.9296875,18665.900390625,3125.39208984375,961,29791,25,0,0,98139.6484375,0,385255623.81744385,348415837.3927345
CPS1,0,48,11,0,0,1,1,6246.14306640625,10580.8095703125,11648.919921875,2304,110592,121,0,0,68707.57373046875,0,39014303.20601487,111953531.16321659
CPS1,0,31,12,0,0,1,0,15966.0703125,6087.09716796875,7694.52197265625,961,29791,144,0,0,191592.84375,0,254915401.22369385,37052751.93229318
CPS1,0,37,11,0,1,0,1,615.20977783203125,4713.9189453125,0,1369,50653,121,0,0,6767.307556152344,0,378483.07074013725,22221031.822976112
CPS1,0,31,4,0,1,0,1,0,0,1161.4930419921875,961,29791,16,1,1,0,1,0,0
CPS1,0,29,10,0,1,0,1,3732.403076171875,1323.0479736328125,6694.10107421875,841,24389,100,0,0,37324.03076171875,0,13930832.723017275,1750455.9405338913
CPS1,0,26,9,0,1,0,1,1563.4949951171875,0,2862.35595703125,676,17576,81,0,1,14071.454956054688,0,2444516.599756494,0
CPS1,0,19,12,0,1,0,0,0,0,18573.55078125,361,6859,144,1,1,0,1,0,0
CPS1,0,37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1369,50653,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,24,15,0,0,0,0,14141.990234375,15545.3701171875,0,576,13824,225,0,0,212129.853515625,0,199995887.78915787,241658532.0803461
CPS1,0,23,16,0,0,0,0,5764.1630859375,3417.72607421875,11641.5302734375,529,12167,256,0,0,92226.609375,0,33225576.081284523,11680851.518394709
CPS1,0,21,13,0,0,0,0,1058.0040283203125,3229.741943359375,4461.2568359375,441,9261,169,0,0,13754.052368164062,0,1119372.5239420086,10431233.020694792
CPS1,0,21,16,0,0,0,0,14655.3203125,16490.66015625,8287.0908203125,441,9261,256,0,0,234485.125,0,214778413.4619751,271941872.3889313
CPS1,0,50,12,0,0,0,0,16003.2900390625,17045.66015625,20172.44921875,2500,125000,144,0,0,192039.48046875,0,256105292.07435703,290554530.1623688
CPS1,0,20,14,0,0,0,0,8148.5908203125,15516.73046875,13624.6396484375,400,8000,196,0,0,114080.271484375,0,66399532.35688114,240768924.4398346
CPS1,0,52,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2704,140608,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,26,12,0,0,1,0,10540.8603515625,10312.259765625,12293.2099609375,676,17576,144,0,0,126490.32421875,0,111109736.95114231,106342701.47372818
CPS1,0,55,9,0,0,1,1,19138.119140625,20309.419921875,20936.4296875,3025,166375,81,0,0,172243.072265625,0,366267604.240757,412472537.56305313
CPS1,0,35,10,0,0,1,1,8420.9287109375,11458.0595703125,15956.490234375,1225,42875,100,0,0,84209.287109375,0,70912040.3546915,131287129.11682987
CPS1,0,28,12,0,0,1,0,19032.3203125,18818.080078125,21063.509765625,784,21952,144,0,0,228387.84375,0,362229216.4776001,354120137.826725
CPS1,0,34,12,0,0,1,0,10152.919921875,13119.48046875,15674.25,1156,39304,144,0,0,121835.0390625,0,103081782.94000626,172120767.76991272
CPS1,0,28,12,0,0,1,0,22517.849609375,20912.759765625,25564.669921875,784,21952,144,0,0,270214.1953125,0,507053551.03042984,437343521.0147438
CPS1,0,33,10,0,0,0,1,0,599.75811767578125,8789.517578125,1089,35937,100,1,0,0,0,0,359709.79971799627
CPS1,0,38,14,0,0,1,0,25778.0703125,24677.810546875,25564.669921875,1444,54872,196,0,0,360892.984375,0,664508909.0361938,608994333.387455
CPS1,0,24,12,0,0,0,0,8452.27734375,8072.56494140625,7416.7099609375,576,13824,144,0,0,101427.328125,0,71440992.29566956,65166304.73322129
CPS1,0,39,12,0,0,1,0,18977.4609375,18261.2890625,20581.779296875,1521,59319,144,0,0,227729.53125,0,360144023.6343384,333474678.2241821
CPS1,0,26,9,0,0,0,1,4106.623046875,472.64520263671875,8168.873046875,676,17576,81,0,0,36959.607421875,0,16864352.84912491,223393.48757550493
CPS1,0,21,12,0,0,0,0,9665.0634765625,4110.5810546875,1687.56396484375,441,9261,144,0,0,115980.76171875,0,93413452.0059824,16896876.6071558
CPS1,0,24,12,0,0,1,0,11116.8798828125,802.06451416015625,14839.330078125,576,13824,144,0,0,133402.55859375,0,123585018.32888126,643307.4848749675
CPS1,0,22,8,0,0,0,1,2251.197998046875,5199.09716796875,4362.2490234375,484,10648,64,0,0,18009.583984375,0,5067892.426410258,27030611.361980677
CPS1,0,19,12,1,0,0,0,1007.06298828125,3197.51611328125,13481.2998046875,361,6859,144,0,0,12084.755859375,0,1014175.8623659611,10224109.294693232
CPS1,0,23,12,0,0,1,0,13548.330078125,13065.76953125,13268.509765625,529,12167,144,0,0,162579.9609375,0,183557247.90582657,170714333.44374084
CPS1,0,24,10,0,0,1,1,6575.298828125,18712.44921875,2410.172119140625,576,13824,100,0,0,65752.98828125,0,43234554.679142,350155755.7642975
CPS1,0,29,16,0,0,1,0,5002.0078125,2834.0810546875,0,841,24389,256,0,0,80032.125,0,25020082.156311035,8032015.424538612
CPS1,0,30,11,1,0,1,1,0,3270.9189453125,0,900,27000,121,1,0,0,0,0,10698910.746804237
CPS1,0,54,7,1,0,1,1,8034.953125,15770.9501953125,0,2916,157464,49,0,0,56244.671875,0,64560471.720947266,248722870.06302738
CPS1,0,24,12,0,0,1,0,25329.400390625,25243.55078125,24038.1796875,576,13824,144,0,0,303952.8046875,0,641578524.1485939,637236856.0455475
CPS1,0,35,14,0,0,1,0,12504.0400390625,14353.01953125,17611.55078125,1225,42875,196,0,0,175056.560546875,0,156351017.29847813,206009169.66444397
CPS1,0,29,12,0,0,1,0,19800.349609375,21584.130859375,7582.21484375,841,24389,144,0,0,237604.1953125,0,392053844.6534767,465874704.9546242
CPS1,0,22,12,0,0,0,0,5634.85107421875,5517.77392578125,15199.900390625,484,10648,144,0,0,67618.212890625,0,31751546.6286242,30445829.096031427
CPS1,0,22,12,1,0,0,0,3403.24609375,196.9355010986328,7028.06787109375,484,10648,144,0,0,40838.953125,0,11582083.974624634,38783.591592969606
CPS1,0,34,5,0,0,1,1,13019.330078125,13160.66015625,7647.23486328125,1156,39304,25,0,0,65096.650390625,0,169502955.68317032,173202975.74830627
CPS1,0,41,6,0,0,1,1,17586.380859375,15846.150390625,16201.7900390625,1681,68921,36,0,0,105518.28515625,0,309280791.73099136,251100482.20230484
CPS1,0,27,12,0,0,0,0,17059.33984375,17226.48046875,17985.41015625,729,19683,144,0,0,204712.078125,0,291021075.9045563,296751629.3402252
CPS1,0,41,12,1,0,0,0,13323.009765625,13158.8701171875,13132.5595703125,1681,68921,144,0,0,159876.1171875,0,177502589.21493912,173155862.76101017
CPS1,0,21,12,0,0,1,0,9451.5029296875,4380.9189453125,5322.77099609375,441,9261,144,0,0,113418.03515625,0,89330907.6298914,19192450.805397987
CPS1,0,17,10,0,0,0,1,0,182.61289978027344,6423.6767578125,289,4913,100,1,0,0,0,0,33347.47116616019
CPS1,0,43,12,0,0,1,0,14665.1103515625,16240.01953125,12133.6103515625,1849,79507,144,0,0,175981.32421875,0,215065461.6235056,263738234.37538147
CPS1,0,23,14,0,0,0,0,1103.0670166015625,1786.741943359375,8626.9677734375,529,12167,196,0,0,15442.938232421875,0,1216756.8431142718,3192446.772159636
CPS1,0,32,16,0,0,1,0,19575.029296875,21102.529296875,21041.349609375,1024,32768,256,0,0,313200.46875,0,383181771.97351456,445316742.7254677
CPS1,0,41,13,0,0,0,0,1022.7369995117188,5931.3388671875,0,1681,68921,169,0,0,13295.580993652344,0,1045990.9701702334,35180780.757409096
CPS1,0,29,12,0,0,1,0,18281.919921875,17656.16015625,19559.189453125,841,24389,144,0,0,219383.0390625,0,334228596.02985,311739991.46315
CPS1,0,38,12,0,0,1,0,25358.7890625,25243.55078125,18997.650390625,1444,54872,144,0,0,304305.46875,0,643068182.7163696,637236856.0455475
CPS1,0,46,6,0,0,1,1,16334.41015625,9716.0810546875,12503.0400390625,2116,97336,36,0,0,98006.4609375,0,266812955.15260315,94402231.06125736
CPS1,0,18,10,0,0,0,1,1291.156982421875,1693.64501953125,12596.1396484375,324,5832,100,0,0,12911.56982421875,0,1667086.353256762,2868433.452183008
CPS1,0,20,9,0,0,1,1,7360.96484375,5530.30615234375,17264.279296875,400,8000,81,0,0,66248.68359375,0,54183803.43092346,30584286.138651133
CPS1,0,53,6,0,0,1,1,5636.81103515625,7535.4677734375,6326.14697265625,2809,148877,36,0,0,33820.8662109375,0,31773638.646059275,56783274.564515114
CPS1,0,16,8,0,0,0,1,0,0,0,256,4096,64,1,1,0,0,0,0
CPS1,0,29,16,0,0,0,0,14145.91015625,13463.23046875,25564.669921875,841,24389,256,0,0,226334.5625,0,200106774.1486969,181258574.65467834
CPS1,0,50,8,0,0,1,1,21542.140625,19638.05078125,17302.69921875,2500,125000,64,0,0,172337.125,0,464063822.7072754,385653038.48695374
CPS1,0,40,3,0,0,1,1,0,0,0,1600,64000,9,1,1,0,0,0,0
CPS1,0,45,12,0,0,1,0,25401.890625,19614.76953125,21995.9609375,2025,91125,144,0,0,304822.6875,0,645256047.3244629,384739183.76405334
CPS1,0,35,6,0,0,1,1,9002.8310546875,3258.386962890625,4285.4072265625,1225,42875,36,0,0,54016.986328125,0,81050966.99924564,10617085.599935591
CPS1,0,24,10,0,0,1,1,3669.70703125,3813.386962890625,13858.1201171875,576,13824,100,0,0,36697.0703125,0,13466749.695205688,14541920.128744185
CPS1,0,44,8,0,0,1,1,18742.349609375,22525.83984375,23040.7109375,1936,85184,64,0,0,149938.796875,0,351275668.8800392,507413460.666275
CPS1,0,33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1089,35937,144,0,0,310347.84375,0,668859611.9463501,637236856.0455475
CPS1,0,32,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1024,32768,256,0,0,413797.125,0,668859611.9463501,637236856.0455475
CPS1,0,30,16,0,0,1,0,13746.2197265625,15873,25564.669921875,900,27000,256,0,0,219939.515625,0,188958556.770936,251952129
CPS1,0,30,12,0,0,1,0,11303.009765625,4456.11279296875,3153.468994140625,900,27000,144,0,0,135636.1171875,0,127758029.76181412,19856941.223659754
CPS1,0,31,18,0,0,1,0,0,3560.951904296875,15392,961,29791,324,1,0,0,0,0,12680378.46471554
CPS1,0,19,11,0,0,0,1,9081.2021484375,9943.4521484375,0,361,6859,121,0,0,99893.2236328125,0,82468232.46078587,98872240.62826633
CPS1,0,25,12,0,0,1,0,5049.03076171875,9250.5966796875,25564.669921875,625,15625,144,0,0,60588.369140625,0,25492711.63278222,85573538.9302454
CPS1,0,33,10,1,0,1,1,21069.9609375,20973.630859375,22182.150390625,1089,35937,100,0,0,210699.609375,0,443943253.9077759,439893191.4253273
CPS1,0,25,12,0,1,0,0,15331.259765625,17077.890625,13518.240234375,625,15625,144,0,0,183975.1171875,0,235047526.00107193,291654348.1994629
CPS1,0,45,8,0,0,1,1,23540.58984375,21197.419921875,4017.93896484375,2025,91125,64,0,0,188324.71875,0,554159370.1916656,449330611.34430313
CPS1,0,30,12,0,0,1,0,22461.029296875,21630.6796875,13104.48046875,900,27000,144,0,0,269532.3515625,0,504497837.07507706,467886303.7432251
CPS1,0,20,11,0,0,0,1,16185.5,13776.5302734375,15068.3798828125,400,8000,121,0,0,178040.5,0,261970410.25,189792786.37493992
CPS1,0,16,9,0,0,0,1,0,293.6129150390625,1799.8709716796875,256,4096,81,1,0,0,0,0,86208.54387773573
CPS1,0,24,5,0,0,1,1,10918.990234375,11975.4697265625,18942.98046875,576,13824,25,0,0,54594.951171875,0,119224347.73837662,143411875.17181492
CPS1,0,24,11,1,0,1,1,2997.677978515625,7956.19384765625,16528.369140625,576,13824,121,0,0,32974.457763671875,0,8986073.262877524,63301020.541483164
CPS1,0,30,7,0,0,0,1,15280.3203125,16832.609375,25564.669921875,900,27000,49,0,0,106962.2421875,0,233488188.8526001,283336738.3713379
CPS1,0,21,14,0,0,0,0,107.75969696044922,293.6129150390625,7698.955078125,441,9261,196,0,0,1508.635757446289,0,11612.152289007849,86208.54387773573
